0, -6, -13, 5
-6, -13, 4, 11
4, -8, -3, 5
4, 5, -6, 12
-13, -8, 1, 0
3, -13, -10, -4
2, 6, -12, 7
8, -9, -4, -6
-3, -1, 6, 3
-11, -12, 4, 7
-2, -11, 8, 6
9, -1, -2, 2
-6, -12, 9, -6
2, -1, -7, 3
-8, -7, 3, 3
11, 5, -4, 9
9, -13, -13, -1
-8, -13, 9, 7
12, -2, -5, 12
7, 3, -13, 10
-13, -10, 12, 6
-8, 4, 8, 8
9, -5, -5, 5
-10, -10, 12, 0
-6, -6, 8, 3
-13, -6, 8, -2
12, 2, -9, 9
8, -8, -9, 0
-7, 0, 9, 4
-8, -3, 10, 0
9, -4, -12, 0
11, -10, 7, -4
10, -8, 8, 4
-10, -6, -10, 7
-1, -12, -1, 8
3, 0, 7, 12
-9, -13, -6, 10
-10, 7, -13, 12
-3, -12, -2, -2
-4, 0, -4, 12
-4, -6, -3, 0
8, -12, 7, -7
-11, -2, -8, 3
1, -9, 0, -4
5, -10, 3, -5
-2, -7, -1, 12
7, -8, 12, -8
8, -5, 6, 0
12, -1, 12, 4
-8, 6, -13, 8
-13, -8, -13, 3
-13, -12, -9, 2
5, -8, 5, -3
-10, -1, -10, 12
6, -9, 4, 8
-1, 2, 1, 8
-13, -5, -7, 10
-8, -8, -9, 0
